Sheet_Def,Domain,Variable,Label,Type,Codes,Rule for derivation,deriv_info,deriv_info_null,deriv_info_len,Label_len,deriv_info_key_words
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN3,At Least One Visit To Health Care Professional: Neurologist,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,9,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN4,At Least One Visit To Health Care Professional: Psychiatrist,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,9,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN5,At Least One Visit To Health Care Professional: Physiotherapist,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,9,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN6,At Least One Visit To Health Care Professional: Occupational Therapist,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,10,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN7,At Least One Visit To Health Care Professional: Social Worker,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,10,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN8,At Least One Visit To Health Care Professional: Psychologist,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,9,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCPYN9,At Least One Visit To Health Care Professional: Other Health Care Professional,Num,,> 0 = 1; 0 = 0;,> 0 = 1; 0 = 0;,False,4,12,> 0 = 1; 0 = 0;
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCP9SP,Health Care Professional Visits: Other - Specification,Char,,,,True,0,6,
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCP9SPYN1-xxx,At Least One Visit To Other Health Care Professional: -------,Num,,"Scan all reported terms from hcpterm_other(_fu) (terms are separated by ';'), remove number in front if applicable. Create a separate variable for all terms encountered in the dataset and whether term is reported in hcpterm_other for patient. If rudbchcpyn/rudfchcpyn_fu is missing then leave missing.
Apply the following recoding: 
Anything starting with 'ophthalm' to  'ophthalmologist'.
Anything starting with 'orthoped' to 'orthopedist.
Anything starting with 'dermatol' to  'dermatologist'.","Scan all reported terms from hcpterm_other(_fu) (terms are separated by ';'), remove number in front if applicable. Create a separate variable for all terms encountered in the dataset and whether term is reported in hcpterm_other for patient. If rudbchcpyn/rudfchcpyn_fu is missing then leave missing.
Apply the following recoding: 
Anything starting with 'ophthalm' to  'ophthalmologist'.
Anything starting with 'orthoped' to 'orthopedist.
Anything starting with 'dermatol' to  'dermatologist'.",False,70,9,separate variable terms encountered dataset. starting ophthalm ophthalmologist starting orthoped. reported hcpterm_other patient rudbchcpyn rudfchcpyn_fu. 
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP1,Number of Visits to a General Practitioner,Num,,Copy numchcp_general(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_general(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,7,Copy numchcp_general(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP2,Number of Visits to a Geriatrician,Num,,Copy numchcp_geriatrician(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_geriatrician(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,6,Copy numchcp_geriatrician(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP3,Number of Visits to a Neurologist,Num,,Copy numchcp_neurologist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_neurologist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,6,Copy numchcp_neurologist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP4,Number of Visits to a Psychiatrist,Num,,Copy numchcp_psychiatrist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_psychiatrist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,6,Copy numchcp_psychiatrist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP5,Number of Visits to a Physiotherapist,Num,,Copy numchcp_physiother(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_physiother(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,6,Copy numchcp_physiother(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP6,Number of Visits to an Occupational Therapist,Num,,Copy numchcp_occupational(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_occupational(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,7,Copy numchcp_occupational(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP7,Number of Visits to a Social Worker,Num,,Copy numchcp_social(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_social(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,7,Copy numchcp_social(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP8,Number of Visits to a Psychologist,Num,,Copy numchcp_psychologist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_psychologist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,6,Copy numchcp_psychologist(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CNNHCP9,Number of Visits to an Other Health Care Professional,Num,,Copy numchcp_other(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,Copy numchcp_other(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.,False,14,9,Copy numchcp_other(_fu); If missing and rudbchcpyn/ rudfchcpyn_fu not missing then 0.
RUD Caregiver data per visit,ADRUDC,ADRUDC_CHCP9SPN1-xxx,Number of Visits to an Other Health Care Professional: --------,Num,,"Scan all reported terms from hcpterm_other(_fu) (terms are separated by ';'). Create a separate variable for all terms encountered in the dataset and if a number is reported in front of the term, then use this as the number of visits. If there is no number in front, determine the number from cnnhcp9, if more than one term is reported than equally distribute the number reported in cnnhcp9. If part of the terms has a number, than use numbers available and distribure what is left from cnnhcp9 equally over terms without a number.
If rudbchcpyn/rudfchcpyn is missing then leave missing.
Apply the following recoding: 
Anything starting with 'ophthalm' to  'ophthalmologist'.
Anything starting with 'orthoped' to 'orthopedist.
Anything starting with 'dermatol' to  'dermatologist'.","Scan all reported terms from hcpterm_other(_fu) (terms are separated by ';'). Create a separate variable for all terms encountered in the dataset and if a number is reported in front of the term, then use this as the number of visits. If there is no number in front, determine the number from cnnhcp9, if more than one term is reported than equally distribute the number reported in cnnhcp9. If part of the terms has a number, than use numbers available and distribure what is left from cnnhcp9 equally over terms without a number.
If rudbchcpyn/rudfchcpyn is missing then leave missing.
Apply the following recoding: 
Anything starting with 'ophthalm' to  'ophthalmologist'.
Anything starting with 'orthoped' to 'orthopedist.
Anything starting with 'dermatol' to  'dermatologist'.",False,124,9,term use number visits number. equally distribute number reported cnnhcp9. terms number rudbchcpyn rudfchcpyn missing. 
RUD Caregiver Dataset change from baseline to month 18,ADRUDCC,ADRUDCC_RUDCSTAT,Resource Utilization in Dementia (RUD) Performed at 18 Months,Char,"Y, N",,"Y, N",False,2,9,"Y, N"
RUD Caregiver Dataset change from baseline to month 19,ADRUDCC,ADRUDCC_NHOURS0,Change from Baseline in the Number of Hours per Day Sleeping in the Last 30 Days before the Visit,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,19,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 20,ADRUDCC,ADRUDCC_NHOURS1,"Change from Baseline in the Number of Hours per Day Assisting with Toilet Visits, Eating, Dressing, Grooming, Walking and Bathing in
the Last 30 Days before the Visit",Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,28,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 21,ADRUDCC,ADRUDCC_NDAYS1,"Change from Baseline in the Number of Days Assisting with Toilet Visits, Eating, Dressing, Grooming, Walking and Bathing in the Last 30
Days before the Visit",Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,26,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 22,ADRUDCC,ADRUDCC_NHOURS2,"Change from Baseline in the Number of Hours per Day Assisting with Shopping, Food Preparation, Housekeeping, Laundry,
Transportation, Medication and Managing Financial Matters in the Last 30 Days before the Visit",Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,31,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 23,ADRUDCC,ADRUDCC_NDAYS2,"Change from Baseline in the Number of Days Assisting with Shopping, Food Preparation, Housekeeping, Laundry, Transportation,
Medication and Managing Financial Matters in the Last 30 Days before the Visit",Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,29,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 24,ADRUDCC,ADRUDCC_NHOURS3,Change from Baseline in the Number of Hours per Day Supervising in the Last 30 Days before the Visit,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,19,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 25,ADRUDCC,ADRUDCC_NDAYS3,Change from Baseline in the Number of Days Supervising in the Last 30 Days before the Visit,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,17,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 26,ADRUDCC,ADRUDCC_WORKHRST,Change from Baseline in the Total Number of Hours of Paid Work per Week,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,14,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 27,ADRUDCC,ADRUDCC_WORKHRSC,Change from Baseline in the Number of Hours Paid for Care per Week,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,13,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 28,ADRUDCC,ADRUDCC_WORKHRSR,"Change from Baseline in the Total Number of Working Hours Reduced per Week Because of Caregiving in the Last 30 Days before the
Visit",Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,24,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 29,ADRUDCC,ADRUDCC_WORKMDY,Change from Baseline in the Number of Whole Working Days Missed in the Last 30 Days before the Visit,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,19,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 30,ADRUDCC,ADRUDCC_WORKMPDY,Change from Baseline in the Number of Working Days Partly Missed in the Last 30 Days before the Visit,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,19,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 31,ADRUDCC,ADRUDCC_CHOPNUM,Change from Baseline in the Number of Hospital Admissions per Month,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,11,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 32,ADRUDCC,ADRUDCC_CHOPNNUM,Change from Baseline in the Number of Nights in Hospital per Month,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 33,ADRUDCC,ADRUDCC_CNNHOP1,Change from Baseline in the Number of Nights in a Geriatric Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 34,ADRUDCC,ADRUDCC_CNNHOP2,Change from Baseline in the Number of Nights in a Psychiatric Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 35,ADRUDCC,ADRUDCC_CNNHOP3,Change from Baseline in the Number of Nights in an Internal Medicine Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,13,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 36,ADRUDCC,ADRUDCC_CNNHOP4,Change from Baseline in the Number of Nights in a Surgery Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 37,ADRUDCC,ADRUDCC_CNNHOP5,Change from Baseline in the Number of Nights in a Neurology Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 38,ADRUDCC,ADRUDCC_CNNHOP6,Change from Baseline in the Number of Nights in a General Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 39,ADRUDCC,ADRUDCC_CNNHOP7,Change from Baseline in the Number of Nights in an Other Ward,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 40,ADRUDCC,ADRUDCC_CERPNUM,Change from Baseline in the Number of Hospital Emergency Room Visits per Month,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,13,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 41,ADRUDCC,ADRUDCC_CHCPNUM,Change from Baseline in the Number of Visits to Health Care Professionals per Month,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,14,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 42,ADRUDCC,ADRUDCC_CNNHCP1,Change from Baseline in the Number of Visits to a General Practitioner,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,12,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 43,ADRUDCC,ADRUDCC_CNNHCP2,Change from Baseline in the Number of Visits to a Geriatrician,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,11,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 44,ADRUDCC,ADRUDCC_CNNHCP3,Change from Baseline in the Number of Visits to a Neurologist,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,11,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 45,ADRUDCC,ADRUDCC_CNNHCP4,Change from Baseline in the Number of Visits to a Psychiatrist,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,11,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
RUD Caregiver Dataset change from baseline to month 46,ADRUDCC,ADRUDCC_CNNHCP5,Change from Baseline in the Number of Visits to a Physiotherapist,Num,,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1,False,11,11,Value of visitnum = 4 and cgsame = 1 - value of visitnum = 1
